========================================================================================================================
DIM_LOCATION - DANH SÁCH ĐẦY ĐỦ TẤT CẢ QUẬN/HUYỆN VIỆT NAM
Exported: 2025-11-01 11:24:14
Total Districts: 691
========================================================================================================================

TỔNG HỢP THEO TỈNH/THÀNH:
------------------------------------------------------------------------------------------------------------------------
[  1] Thành phố Hà Nội               | Miền Bắc        | 30 quận/huyện
[  2] Tỉnh Hà Giang                  | Miền Bắc        | 11 quận/huyện
[  4] Tỉnh Cao Bằng                  | Miền Bắc        | 10 quận/huyện
[  6] Tỉnh Bắc Kạn                   | Miền Bắc        |  8 quận/huyện
[  8] Tỉnh Tuyên Quang               | Miền Bắc        |  7 quận/huyện
[ 10] Tỉnh Lào Cai                   | Miền Bắc        |  9 quận/huyện
[ 11] Tỉnh Điện Biên                 | Miền Bắc        | 10 quận/huyện
[ 12] Tỉnh Lai Châu                  | Miền Bắc        |  8 quận/huyện
[ 14] Tỉnh Sơn La                    | Miền Bắc        | 12 quận/huyện
[ 15] Tỉnh Yên Bái                   | Miền Bắc        |  9 quận/huyện
[ 17] Tỉnh Hoà Bình                  | Miền Bắc        | 10 quận/huyện
[ 19] Tỉnh Thái Nguyên               | Miền Bắc        |  9 quận/huyện
[ 20] Tỉnh Lạng Sơn                  | Miền Bắc        | 11 quận/huyện
[ 22] Tỉnh Quảng Ninh                | Miền Bắc        | 13 quận/huyện
[ 24] Tỉnh Bắc Giang                 | Miền Bắc        | 10 quận/huyện
[ 25] Tỉnh Phú Thọ                   | Miền Bắc        | 13 quận/huyện
[ 26] Tỉnh Vĩnh Phúc                 | Miền Bắc        |  9 quận/huyện
[ 27] Tỉnh Bắc Ninh                  | Miền Bắc        |  8 quận/huyện
[ 30] Tỉnh Hải Dương                 | Miền Bắc        | 12 quận/huyện
[ 31] Thành phố Hải Phòng            | Không xác định  | 14 quận/huyện
[ 33] Tỉnh Hưng Yên                  | Miền Bắc        | 10 quận/huyện
[ 34] Tỉnh Thái Bình                 | Miền Bắc        |  8 quận/huyện
[ 35] Tỉnh Hà Nam                    | Miền Bắc        |  6 quận/huyện
[ 36] Tỉnh Nam Định                  | Miền Bắc        |  9 quận/huyện
[ 37] Tỉnh Ninh Bình                 | Không xác định  |  7 quận/huyện
[ 38] Tỉnh Thanh Hóa                 | Miền Trung      | 26 quận/huyện
[ 40] Tỉnh Nghệ An                   | Miền Trung      | 20 quận/huyện
[ 42] Tỉnh Hà Tĩnh                   | Miền Trung      | 12 quận/huyện
[ 44] Tỉnh Quảng Bình                | Miền Trung      |  8 quận/huyện
[ 45] Tỉnh Quảng Trị                 | Miền Trung      |  9 quận/huyện
[ 46] Thành phố Huế                  | Miền Trung      |  9 quận/huyện
[ 48] Thành phố Đà Nẵng              | Miền Trung      |  7 quận/huyện
[ 49] Tỉnh Quảng Nam                 | Miền Trung      | 17 quận/huyện
[ 51] Tỉnh Quảng Ngãi                | Miền Trung      | 12 quận/huyện
[ 52] Tỉnh Bình Định                 | Miền Trung      | 11 quận/huyện
[ 54] Tỉnh Phú Yên                   | Miền Trung      |  9 quận/huyện
[ 56] Tỉnh Khánh Hòa                 | Miền Trung      |  9 quận/huyện
[ 58] Tỉnh Ninh Thuận                | Miền Trung      |  7 quận/huyện
[ 60] Tỉnh Bình Thuận                | Miền Trung      | 10 quận/huyện
[ 62] Tỉnh Kon Tum                   | Miền Trung      | 10 quận/huyện
[ 64] Tỉnh Gia Lai                   | Miền Nam        | 17 quận/huyện
[ 66] Tỉnh Đắk Lắk                   | Miền Nam        | 15 quận/huyện
[ 67] Tỉnh Đắk Nông                  | Miền Nam        |  8 quận/huyện
[ 68] Tỉnh Lâm Đồng                  | Miền Nam        | 10 quận/huyện
[ 70] Tỉnh Bình Phước                | Miền Nam        | 11 quận/huyện
[ 72] Tỉnh Tây Ninh                  | Miền Nam        |  9 quận/huyện
[ 74] Tỉnh Bình Dương                | Miền Nam        |  9 quận/huyện
[ 75] Tỉnh Đồng Nai                  | Miền Nam        | 11 quận/huyện
[ 77] Tỉnh Bà Rịa - Vũng Tàu         | Miền Nam        |  6 quận/huyện
[ 79] Thành phố Hồ Chí Minh          | Miền Nam        | 22 quận/huyện
[ 80] Tỉnh Long An                   | Miền Nam        | 15 quận/huyện
[ 82] Tỉnh Tiền Giang                | Miền Nam        | 11 quận/huyện
[ 83] Tỉnh Bến Tre                   | Miền Nam        |  9 quận/huyện
[ 84] Tỉnh Trà Vinh                  | Miền Nam        |  9 quận/huyện
[ 86] Tỉnh Vĩnh Long                 | Miền Nam        |  8 quận/huyện
[ 87] Tỉnh Đồng Tháp                 | Miền Nam        | 12 quận/huyện
[ 89] Tỉnh An Giang                  | Miền Nam        | 11 quận/huyện
[ 91] Tỉnh Kiên Giang                | Miền Nam        | 15 quận/huyện
[ 92] Thành phố Cần Thơ              | Miền Nam        |  9 quận/huyện
[ 93] Tỉnh Hậu Giang                 | Miền Nam        |  8 quận/huyện
[ 94] Tỉnh Sóc Trăng                 | Miền Nam        | 11 quận/huyện
[ 95] Tỉnh Bạc Liêu                  | Miền Nam        |  7 quận/huyện
[ 96] Tỉnh Cà Mau                    | Miền Nam        |  9 quận/huyện

========================================================================================================================

CHI TIẾT TẤT CẢ QUẬN/HUYỆN:
------------------------------------------------------------------------------------------------------------------------
P.Code  Province Name                 D.Code  District Name                      Region         Phone   Type        Urban       Major 
6       Tỉnh Bắc Kạn                  60      Huyện Pác Nặm                      Miền Bắc       209     huyện       Khác        False 
6       Tỉnh Bắc Kạn                  61      Huyện Ba Bể                        Miền Bắc       209     huyện       Khác        False 
6       Tỉnh Bắc Kạn                  62      Huyện Ngân Sơn                     Miền Bắc       209     huyện       Khác        False 
6       Tỉnh Bắc Kạn                  63      Huyện Bạch Thông                   Miền Bắc       209     huyện       Khác        False 
6       Tỉnh Bắc Kạn                  64      Huyện Chợ Đồn                      Miền Bắc       209     huyện       Khác        False 
6       Tỉnh Bắc Kạn                  65      Huyện Chợ Mới                      Miền Bắc       209     huyện       Khác        False 
6       Tỉnh Bắc Kạn                  66      Huyện Na Rì                        Miền Bắc       209     huyện       Khác        False 
8       Tỉnh Tuyên Quang              70      Thành phố Tuyên Quang              Miền Bắc       207     huyện       Khác        False 
8       Tỉnh Tuyên Quang              71      Huyện Lâm Bình                     Miền Bắc       207     huyện       Khác        False 
8       Tỉnh Tuyên Quang              72      Huyện Na Hang                      Miền Bắc       207     huyện       Khác        False 
8       Tỉnh Tuyên Quang              73      Huyện Chiêm Hóa                    Miền Bắc       207     huyện       Khác        False 
8       Tỉnh Tuyên Quang              74      Huyện Hàm Yên                      Miền Bắc       207     huyện       Khác        False 
8       Tỉnh Tuyên Quang              75      Huyện Yên Sơn                      Miền Bắc       207     huyện       Khác        False 
8       Tỉnh Tuyên Quang              76      Huyện Sơn Dương                    Miền Bắc       207     huyện       Khác        False 
10      Tỉnh Lào Cai                  80      Thành phố Lào Cai                  Miền Bắc       214     huyện       Khác        False 
10      Tỉnh Lào Cai                  82      Huyện Bát Xát                      Miền Bắc       214     huyện       Khác        False 
10      Tỉnh Lào Cai                  83      Huyện Mường Khương                 Miền Bắc       214     huyện       Khác        False 
10      Tỉnh Lào Cai                  84      Huyện Si Ma Cai                    Miền Bắc       214     huyện       Khác        False 
10      Tỉnh Lào Cai                  85      Huyện Bắc Hà                       Miền Bắc       214     huyện       Khác        False 
10      Tỉnh Lào Cai                  86      Huyện Bảo Thắng                    Miền Bắc       214     huyện       Khác        False 
10      Tỉnh Lào Cai                  87      Huyện Bảo Yên                      Miền Bắc       214     huyện       Khác        False 
10      Tỉnh Lào Cai                  88      Thị xã Sa Pa                       Miền Bắc       214     huyện       Khác        False 
10      Tỉnh Lào Cai                  89      Huyện Văn Bàn                      Miền Bắc       214     huyện       Khác        False 
11      Tỉnh Điện Biên                94      Thành phố Điện Biên Phủ            Miền Bắc       215     huyện       Khác        False 
11      Tỉnh Điện Biên                95      Thị xã Mường Lay                   Miền Bắc       215     huyện       Khác        False 
11      Tỉnh Điện Biên                96      Huyện Mường Nhé                    Miền Bắc       215     huyện       Khác        False 
11      Tỉnh Điện Biên                97      Huyện Mường Chà                    Miền Bắc       215     huyện       Khác        False 
11      Tỉnh Điện Biên                98      Huyện Tủa Chùa                     Miền Bắc       215     huyện       Khác        False 
11      Tỉnh Điện Biên                99      Huyện Tuần Giáo                    Miền Bắc       215     huyện       Khác        False 
11      Tỉnh Điện Biên                100     Huyện Điện Biên                    Miền Bắc       215     huyện       Khác        False 
11      Tỉnh Điện Biên                101     Huyện Điện Biên Đông               Miền Bắc       215     huyện       Khác        False 
11      Tỉnh Điện Biên                102     Huyện Mường Ảng                    Miền Bắc       215     huyện       Khác        False 
11      Tỉnh Điện Biên                103     Huyện Nậm Pồ                       Miền Bắc       215     huyện       Khác        False 
12      Tỉnh Lai Châu                 105     Thành phố Lai Châu                 Miền Bắc       213     huyện       Khác        False 
12      Tỉnh Lai Châu                 106     Huyện Tam Đường                    Miền Bắc       213     huyện       Khác        False 
12      Tỉnh Lai Châu                 107     Huyện Mường Tè                     Miền Bắc       213     huyện       Khác        False 
12      Tỉnh Lai Châu                 108     Huyện Sìn Hồ                       Miền Bắc       213     huyện       Khác        False 
12      Tỉnh Lai Châu                 109     Huyện Phong Thổ                    Miền Bắc       213     huyện       Khác        False 
12      Tỉnh Lai Châu                 110     Huyện Than Uyên                    Miền Bắc       213     huyện       Khác        False 
12      Tỉnh Lai Châu                 111     Huyện Tân Uyên                     Miền Bắc       213     huyện       Khác        False 
12      Tỉnh Lai Châu                 112     Huyện Nậm Nhùn                     Miền Bắc       213     huyện       Khác        False 
14      Tỉnh Sơn La                   116     Thành phố Sơn La                   Miền Bắc       212     huyện       Khác        False 
14      Tỉnh Sơn La                   118     Huyện Quỳnh Nhai                   Miền Bắc       212     huyện       Khác        False 
14      Tỉnh Sơn La                   119     Huyện Thuận Châu                   Miền Bắc       212     huyện       Khác        False 
14      Tỉnh Sơn La                   120     Huyện Mường La                     Miền Bắc       212     huyện       Khác        False 
14      Tỉnh Sơn La                   121     Huyện Bắc Yên                      Miền Bắc       212     huyện       Khác        False 
14      Tỉnh Sơn La                   122     Huyện Phù Yên                      Miền Bắc       212     huyện       Khác        False 
14      Tỉnh Sơn La                   123     Huyện Mộc Châu                     Miền Bắc       212     huyện       Khác        False 
14      Tỉnh Sơn La                   124     Huyện Yên Châu                     Miền Bắc       212     huyện       Khác        False 
14      Tỉnh Sơn La                   125     Huyện Mai Sơn                      Miền Bắc       212     huyện       Khác        False 
14      Tỉnh Sơn La                   126     Huyện Sông Mã                      Miền Bắc       212     huyện       Khác        False 
14      Tỉnh Sơn La                   127     Huyện Sốp Cộp                      Miền Bắc       212     huyện       Khác        False 
14      Tỉnh Sơn La                   128     Huyện Vân Hồ                       Miền Bắc       212     huyện       Khác        False 
15      Tỉnh Yên Bái                  132     Thành phố Yên Bái                  Miền Bắc       216     huyện       Khác        False 
15      Tỉnh Yên Bái                  133     Thị xã Nghĩa Lộ                    Miền Bắc       216     huyện       Khác        False 
15      Tỉnh Yên Bái                  135     Huyện Lục Yên                      Miền Bắc       216     huyện       Khác        False 
15      Tỉnh Yên Bái                  136     Huyện Văn Yên                      Miền Bắc       216     huyện       Khác        False 
15      Tỉnh Yên Bái                  137     Huyện Mù Căng Chải                 Miền Bắc       216     huyện       Khác        False 
15      Tỉnh Yên Bái                  138     Huyện Trấn Yên                     Miền Bắc       216     huyện       Khác        False 
15      Tỉnh Yên Bái                  139     Huyện Trạm Tấu                     Miền Bắc       216     huyện       Khác        False 
15      Tỉnh Yên Bái                  140     Huyện Văn Chấn                     Miền Bắc       216     huyện       Khác        False 
15      Tỉnh Yên Bái                  141     Huyện Yên Bình                     Miền Bắc       216     huyện       Khác        False 
17      Tỉnh Hoà Bình                 148     Thành phố Hòa Bình                 Miền Bắc       218     huyện       Khác        False 
17      Tỉnh Hoà Bình                 150     Huyện Đà Bắc                       Miền Bắc       218     huyện       Khác        False 
17      Tỉnh Hoà Bình                 152     Huyện Lương Sơn                    Miền Bắc       218     huyện       Khác        False 
17      Tỉnh Hoà Bình                 153     Huyện Kim Bôi                      Miền Bắc       218     huyện       Khác        False 
17      Tỉnh Hoà Bình                 154     Huyện Cao Phong                    Miền Bắc       218     huyện       Khác        False 
17      Tỉnh Hoà Bình                 155     Huyện Tân Lạc                      Miền Bắc       218     huyện       Khác        False 
17      Tỉnh Hoà Bình                 156     Huyện Mai Châu                     Miền Bắc       218     huyện       Khác        False 
17      Tỉnh Hoà Bình                 157     Huyện Lạc Sơn                      Miền Bắc       218     huyện       Khác        False 
17      Tỉnh Hoà Bình                 158     Huyện Yên Thủy                     Miền Bắc       218     huyện       Khác        False 
17      Tỉnh Hoà Bình                 159     Huyện Lạc Thủy                     Miền Bắc       218     huyện       Khác        False 
19      Tỉnh Thái Nguyên              164     Thành phố Thái Nguyên              Miền Bắc       208     huyện       Khác        False 
19      Tỉnh Thái Nguyên              165     Thành phố Sông Công                Miền Bắc       208     huyện       Khác        False 
19      Tỉnh Thái Nguyên              167     Huyện Định Hóa                     Miền Bắc       208     huyện       Khác        False 
19      Tỉnh Thái Nguyên              168     Huyện Phú Lương                    Miền Bắc       208     huyện       Khác        False 
19      Tỉnh Thái Nguyên              169     Huyện Đồng Hỷ                      Miền Bắc       208     huyện       Khác        False 
19      Tỉnh Thái Nguyên              170     Huyện Võ Nhai                      Miền Bắc       208     huyện       Khác        False 
19      Tỉnh Thái Nguyên              171     Huyện Đại Từ                       Miền Bắc       208     huyện       Khác        False 
19      Tỉnh Thái Nguyên              172     Thành phố Phổ Yên                  Miền Bắc       208     huyện       Khác        False 
19      Tỉnh Thái Nguyên              173     Huyện Phú Bình                     Miền Bắc       208     huyện       Khác        False 
20      Tỉnh Lạng Sơn                 178     Thành phố Lạng Sơn                 Miền Bắc       205     huyện       Khác        False 
20      Tỉnh Lạng Sơn                 180     Huyện Tràng Định                   Miền Bắc       205     huyện       Khác        False 
20      Tỉnh Lạng Sơn                 181     Huyện Bình Gia                     Miền Bắc       205     huyện       Khác        False 
20      Tỉnh Lạng Sơn                 182     Huyện Văn Lãng                     Miền Bắc       205     huyện       Khác        False 
20      Tỉnh Lạng Sơn                 183     Huyện Cao Lộc                      Miền Bắc       205     huyện       Khác        False 
20      Tỉnh Lạng Sơn                 184     Huyện Văn Quan                     Miền Bắc       205     huyện       Khác        False 
20      Tỉnh Lạng Sơn                 185     Huyện Bắc Sơn                      Miền Bắc       205     huyện       Khác        False 
20      Tỉnh Lạng Sơn                 186     Huyện Hữu Lũng                     Miền Bắc       205     huyện       Khác        False 
20      Tỉnh Lạng Sơn                 187     Huyện Chi Lăng                     Miền Bắc       205     huyện       Khác        False 
20      Tỉnh Lạng Sơn                 188     Huyện Lộc Bình                     Miền Bắc       205     huyện       Khác        False 
20      Tỉnh Lạng Sơn                 189     Huyện Đình Lập                     Miền Bắc       205     huyện       Khác        False 
22      Tỉnh Quảng Ninh               193     Thành phố Hạ Long                  Miền Bắc       203     huyện       Khác        False 
22      Tỉnh Quảng Ninh               194     Thành phố Móng Cái                 Miền Bắc       203     huyện       Khác        False 
22      Tỉnh Quảng Ninh               195     Thành phố Cẩm Phả                  Miền Bắc       203     huyện       Khác        False 
22      Tỉnh Quảng Ninh               196     Thành phố Uông Bí                  Miền Bắc       203     huyện       Khác        False 
22      Tỉnh Quảng Ninh               198     Huyện Bình Liêu                    Miền Bắc       203     huyện       Khác        False 
22      Tỉnh Quảng Ninh               199     Huyện Tiên Yên                     Miền Bắc       203     huyện       Khác        False 
22      Tỉnh Quảng Ninh               200     Huyện Đầm Hà                       Miền Bắc       203     huyện       Khác        False 
22      Tỉnh Quảng Ninh               201     Huyện Hải Hà                       Miền Bắc       203     huyện       Khác        False 
22      Tỉnh Quảng Ninh               202     Huyện Ba Chẽ                       Miền Bắc       203     huyện       Khác        False 
22      Tỉnh Quảng Ninh               203     Huyện Vân Đồn                      Miền Bắc       203     huyện       Khác        False 
22      Tỉnh Quảng Ninh               205     Thành phố Đông Triều               Miền Bắc       203     huyện       Khác        False 
22      Tỉnh Quảng Ninh               206     Thị xã Quảng Yên                   Miền Bắc       203     huyện       Khác        False 
22      Tỉnh Quảng Ninh               207     Huyện Cô Tô                        Miền Bắc       203     huyện       Khác        False 
24      Tỉnh Bắc Giang                213     Thành phố Bắc Giang                Miền Bắc       204     huyện       Khác        False 
24      Tỉnh Bắc Giang                215     Huyện Yên Thế                      Miền Bắc       204     huyện       Khác        False 
24      Tỉnh Bắc Giang                216     Huyện Tân Yên                      Miền Bắc       204     huyện       Khác        False 
24      Tỉnh Bắc Giang                217     Huyện Lạng Giang                   Miền Bắc       204     huyện       Khác        False 
24      Tỉnh Bắc Giang                218     Huyện Lục Nam                      Miền Bắc       204     huyện       Khác        False 
24      Tỉnh Bắc Giang                219     Huyện Lục Ngạn                     Miền Bắc       204     huyện       Khác        False 
24      Tỉnh Bắc Giang                220     Huyện Sơn Động                     Miền Bắc       204     huyện       Khác        False 
